unit,assetId,familyId,familyTitle,finalImageTitle,roleInFamily,pedagogicalStatesPresent,needClassification,needOverride,productionClass,productionClassLabel,priority,priorityLabel,curriculumContext,instructionalPurpose,learnerVisiblePurpose,immutableFacts,prohibitedChanges,requiredLabelsPresent,requiredLabelsList,labelsPedagogicallyRequired,annotationPolicy,artExpectation,currentReferenceTitle,currentReferenceUrl,currentReferenceLicence,currentReferenceQualityGrade,secondaryReferenceTitle,secondaryReferenceUrl,secondaryReferenceLicence,referenceMissing,referenceComposite,referenceSuspectUnsuitable,blockedNotes,canonicalStates,canonicalStateCount,outputSubfolder,filenameBase,expectedOutputPathStem,governedDiagramBlueprintId,currentWorkflowStatus,hiddenFromStudio,requiresReferenceResearch,referenceStatus,currentReferenceConfidence,notesForReferenceResearch,sharedReferenceSiblings
Unit 202,unit202.gears.equal,unit202.family.gears,Driver/driven gears,Driver/driven gears — driver and driven gears equal size,CONFIGURATION,MULTI_STATE,REQUIRED,,HYBRID,POLISHED DETERMINISTIC / HYBRID,P1,P1,LO3 — lesson.foundation.physics.simple-machines,"Show a driver gear meshed with a driven gear, driver and driven gears equal size, representing the gear ratio and the resulting torque/speed trade-off.","One premium illustration of two meshed gears, driver and driven gears equal size, matching the reference geometry exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.","meaningful driver/driven relationship; physically plausible mesh; driver and driven gears equal size -- this specific size relationship is the defining physical fact of this asset, never mixed with a sibling size-ratio asset; correct rotation relationship when shown",do not depict a mesh that is not physically plausible; do not depict a different size relationship than stated -- that is a sibling ProductionAsset,TRUE,Driver; Driven,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,Wikimedia Commons — Example of a Compound Gear Train.png,https://commons.wikimedia.org/wiki/File:Example_of_a_Compound_Gear_Train.png,CC0,A,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.gears.equal.state.teaching"",""displayName"":""Driver/driven gears — equal"",""pedagogicalState"":""MULTI_STATE""}",1,hybrid,gears-equal-base,apps/mobile/src/assets/instructional/unit202/hybrid/gears-equal-base,mechanical.gear_mesh,SAVED,FALSE,TRUE,APPROVED_EXISTING,MEDIUM,"No confirmed problem on record. Shares the identical reference URL with 2 sibling asset(s) (unit202.gears.driven-larger, unit202.gears.driven-smaller) -- verify this file is not an unlabelled composite requiring per-asset isolation (cf. unit202.levers.class-1, confirmed composite in the CC-11.8 proof) before treating it as fully approved for this specific asset.",unit202.gears.driven-larger; unit202.gears.driven-smaller
Unit 202,unit202.gears.rotation-direction,unit202.family.gears,Driver/driven gears,Gear rotation-direction reversal / idler gear,TECHNICAL_DIAGRAM,TEACHING,USEFUL,USEFUL,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL (annotation overlay on whichever sibling driver/driven gear base artwork applies),P2,"P2 (USEFUL, not REQUIRED)",LO3 — lesson.foundation.physics.simple-machines,CC-11.7 audit finding: two meshed gears rotate in opposite directions; adding a third idler gear reverses the output direction back to match the driver without changing the overall ratio. Governed SUPPORTS-only content (non-mandatory).,Deterministic rotation-direction overlay states on a sibling driver/driven gear base artwork -- not a separate premium art-generation deliverable.,two directly meshed gears rotate in opposite directions; an idler gear between driver and driven reverses the output direction back to match the driver's own direction; an idler gear does not change the overall driver:driven ratio,do not commission a new premium base image for this asset -- it reuses a sibling gear asset's own overlay system,TRUE,rotation-direction arrows; idler (where present),TRUE,TEACHING_EXPLANATORY,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,Deterministic rotation-direction annotation on the sibling driver/driven gear reference geometry -- no separate photographic reference required,,"n/a -- deterministic annotation, not generated artwork",n/a,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.gears.rotation-direction.state.direct-mesh-opposite-directions"",""displayName"":""Two directly meshed gears — opposite rotation directions"",""pedagogicalState"":""TEACHING""} | {""stateId"":""unit202.gears.rotation-direction.state.idler-preserves-driver-direction"",""displayName"":""Idler gear — output direction matches driver, ratio unchanged"",""pedagogicalState"":""TEACHING""}",2,deterministic-polish,gears-rotation-direction-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/gears-rotation-direction-base,mechanical.gear_mesh,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,NONE,"Deterministic vector asset -- no external pictorial reference required; authoritative geometry is governed by ALP's own deterministic renderer, not redrawn from an external image. No reference research action needed.",
Unit 202,unit202.resistivity.length-comparison,unit202.family.resistivity,Resistance vs conductor dimensions,Resistance vs conductor length,COMPARISON,MULTI_STATE,REQUIRED,,HYBRID,HYBRID / POLISHED DETERMINISTIC,P1,P1,LO4 — lesson.electrical.resistivity,Show two conductor rods differing only in length so a learner predicts the qualitative effect on resistance.,"BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium illustration of two conductor rods differing only in length, matching the reference relationship exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",increased length -> greater resistance (cross-sectional area unchanged),do not embed a numeric R = rho L / A calculation; do not also vary cross-sectional area in this asset,TRUE,"length comparison caption; qualitative-consequence caption (""longer -> more resistance"")",TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.resistivity.length-comparison.state.teaching"",""displayName"":""Resistance vs conductor length"",""pedagogicalState"":""MULTI_STATE""}",1,hybrid,resistivity-length-comparison-base,apps/mobile/src/assets/instructional/unit202/hybrid/resistivity-length-comparison-base,mechanical.resistivity_dimensions,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.resistivity.area-comparison,unit202.family.resistivity,Resistance vs conductor dimensions,Resistance vs conductor cross-sectional area,COMPARISON,MULTI_STATE,REQUIRED,,HYBRID,HYBRID / POLISHED DETERMINISTIC,P1,P1,LO4 — lesson.electrical.resistivity,Show two conductor rods differing only in cross-sectional area so a learner predicts the qualitative effect on resistance.,"BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium illustration of two conductor rods differing only in cross-sectional area, matching the reference relationship exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",increased cross-sectional area -> lower resistance (length unchanged),do not embed a numeric R = rho L / A calculation; do not also vary length in this asset,TRUE,"area comparison caption; qualitative-consequence caption (""thicker -> less resistance"")",TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.resistivity.area-comparison.state.teaching"",""displayName"":""Resistance vs conductor cross-sectional area"",""pedagogicalState"":""MULTI_STATE""}",1,hybrid,resistivity-area-comparison-base,apps/mobile/src/assets/instructional/unit202/hybrid/resistivity-area-comparison-base,mechanical.resistivity_dimensions,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.waveform.sine,unit202.family.waveform-sine,AC sine waveform,AC sine waveform,TECHNICAL_DIAGRAM,MULTI_STATE,REQUIRED,,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL,P1,P1,LO5 — lesson.waveforms.ac-dc-and-sine-wave-quantities,A visually polished sine-waveform reference for style/contrast QA against the existing deterministic renderer -- waveform correctness is already governed.,"A style/contrast reference only (not a replacement asset), matching the reference waveform exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",mathematically correct sine curve; zero axis shown; peak shown; peak-to-peak shown; period shown; RMS is approximately 0.707 x peak where taught,do not approximate the sine curve with a freehand/raster curve,FALSE,,FALSE,NONE,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,Wikimedia Commons — Sine wave 2.svg,https://commons.wikimedia.org/wiki/File:Sine_wave_2.svg,Public-domain dedication,A+,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.waveform.sine.state.progression-1"",""displayName"":""Sine waveform — bare cycle (zero-axis reference only) (2 cycles)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.waveform.sine.state.progression-2"",""displayName"":""Sine waveform — peak revealed (2 cycles)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.waveform.sine.state.progression-3"",""displayName"":""Sine waveform — peak + RMS revealed (2 cycles)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.waveform.sine.state.progression-4"",""displayName"":""Sine waveform — peak + RMS + period revealed (2 cycles)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.waveform.sine.state.progression-5"",""displayName"":""Sine waveform — single cycle, fully annotated (1 cycle)"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.waveform.sine.state.progression-6"",""displayName"":""Sine waveform — three cycles, fully annotated (3 cycles)"",""pedagogicalState"":""MULTI_STATE""}",6,deterministic-polish,waveform-sine-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/waveform-sine-base,graph.waveform_sine,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,HIGH,"No confirmed problem on record. Standard appraisal welcome (geometry/topology match, licence, provenance) as part of this pack's general research pass.",
Unit 202,unit202.emf.motional,unit202.family.emf-motional,Motional EMF geometry,Motional EMF geometry,PHENOMENON,MULTI_STATE,REQUIRED,,HYBRID,DETERMINISTIC / HYBRID,P1,P1,LO5 — lesson.magnetism.effects-of-current,"Show that conductor length, its velocity and the magnetic field are mutually perpendicular -- the geometric fact behind e = Blv.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium illustration of a conductor rod across two rails ready to receive B/l/v overlay arrows, matching the existing governed geometry exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.","B, l and v mutually perpendicular for the governed e = Blv case; rod across rails; velocity along the rails; field perpendicular to the rail plane","do not draw B, l or v as anything other than mutually perpendicular",TRUE,B; l; v,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.emf.motional.state.teaching"",""displayName"":""Motional EMF — B, l, v mutually perpendicular"",""pedagogicalState"":""MULTI_STATE""}",1,hybrid,emf-motional-base,apps/mobile/src/assets/instructional/unit202/hybrid/emf-motional-base,emf.motional_emf_geometry,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.symbols,unit202.family.electronic-components,Electronic components — recognition,Electronic component symbol system,TECHNICAL_DIAGRAM,MULTI_STATE,REQUIRED,,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL,P1,P1,LO6 — lesson.electrical.electronic-components-passive / -switching-control,The governed UK/IEC schematic-symbol system for component recognition -- symbol geometry must never be AI-generated.,No image-generation deliverable -- this catalogue entry exists for tracking/QA only; symbols remain produced by ComponentSymbols.tsx.,every symbol must match the governed BS EN 60617 / IEC 60617 convention exactly,do NOT use AI-generated schematic symbols; do NOT use US/ANSI substitutes where UK/IEC differs,FALSE,,FALSE,NONE,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,IEC 60617 graphical-symbol system / current UK technical-drawing convention,,standards reference -- verify against the current governed BS EN 60617 / IEC 60617 convention,A (standards authority),,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.components.symbols.state.resistor"",""displayName"":""UK/IEC symbol — resistor"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.capacitor"",""displayName"":""UK/IEC symbol — capacitor"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.diode"",""displayName"":""UK/IEC symbol — diode"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.zener-diode"",""displayName"":""UK/IEC symbol — zener diode"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.led"",""displayName"":""UK/IEC symbol — led"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.photodiode"",""displayName"":""UK/IEC symbol — photodiode"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.thermistor"",""displayName"":""UK/IEC symbol — thermistor"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.diac"",""displayName"":""UK/IEC symbol — diac"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.triac"",""displayName"":""UK/IEC symbol — triac"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.transistor"",""displayName"":""UK/IEC symbol — transistor"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.thyristor-scr"",""displayName"":""UK/IEC symbol — thyristor scr"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.rectifier"",""displayName"":""UK/IEC symbol — rectifier"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.components.symbols.state.inverter"",""displayName"":""UK/IEC symbol — inverter"",""pedagogicalState"":""MULTI_STATE""}",13,deterministic-polish,components-symbols-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/components-symbols-base,electronics.component_symbol_card,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,NONE,"Deterministic vector asset -- no external pictorial reference required; authoritative geometry is governed by ALP's own deterministic renderer, not redrawn from an external image. No reference research action needed.",
Unit 202,unit202.components.physical.resistor,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — resistor,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the resistor, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a resistor, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a resistor",do not invent a misleading package form for the resistor; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.resistor.state.teaching"",""displayName"":""Physical appearance — resistor"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-resistor-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-resistor-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.capacitor,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — capacitor,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the capacitor, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a capacitor, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a capacitor",do not invent a misleading package form for the capacitor; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.capacitor.state.teaching"",""displayName"":""Physical appearance — capacitor"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-capacitor-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-capacitor-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.diode,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — diode,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the diode, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a diode, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a diode",do not invent a misleading package form for the diode; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.diode.state.teaching"",""displayName"":""Physical appearance — diode"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-diode-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-diode-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.led,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — led,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the led, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a led, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a led",do not invent a misleading package form for the led; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.led.state.teaching"",""displayName"":""Physical appearance — led"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-led-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-led-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.thermistor,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — thermistor,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the thermistor, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a thermistor, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a thermistor",do not invent a misleading package form for the thermistor; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.thermistor.state.teaching"",""displayName"":""Physical appearance — thermistor"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-thermistor-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-thermistor-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.components.physical.transistor,unit202.family.electronic-components,Electronic components — recognition,Physical electronic component — transistor,PHYSICAL_RECOGNITION,TEACHING,REQUIRED,,PREMIUM_CONCEPTUAL,PREMIUM CONCEPTUAL + deterministic UK/IEC symbol,P1,P1/P2,LO6 — lesson.electrical.electronic-components-passive / -switching-control,"A physical-appearance companion image for the transistor, paired with its existing deterministic UK/IEC symbol card, so a learner can recognise this component both on a circuit diagram and in physical form.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium physical-appearance illustration of a transistor, matching a real, representative package form. Produce ONLY this asset -- do not automatically create the other members of this visual family.","package form must be a real, representative physical form for a transistor",do not invent a misleading package form for the transistor; do not depict any other component in this asset,TRUE,component name,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.components.physical.transistor.state.teaching"",""displayName"":""Physical appearance — transistor"",""pedagogicalState"":""TEACHING""}",1,physical-components,components-physical-transistor-base,apps/mobile/src/assets/instructional/unit202/physical-components/components-physical-transistor-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.diode.bias-direction.forward,unit202.family.electronic-components,Electronic components — recognition,Diode forward bias — conducting,PHENOMENON,TEACHING,REQUIRED,,HYBRID,HYBRID,P1,P1,LO6 — lesson.electrical.electronic-components-passive,"CC-11.7 audit finding (new, beyond the original 66): show current flowing easily in forward bias, distinct from the static IEC symbol -- directly targets EL-COMPONENT-DIODE-001 and the named misconception MIS-EL-DIODE-DIRECTION-CONFUSION-001 (confusing which direction a diode conducts), which the existing `electronics.component_symbol_card` blueprint cannot represent since it renders only the static symbol, never current flow.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium illustration (forward bias — conducting) of a diode in a simple test circuit, matching the immutable facts exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",diode conducts easily in forward bias (anode more positive than cathode); must remain visually distinct from the plain IEC diode symbol asset; must depict ONLY the forward-bias state -- the sibling ProductionAsset covers the other,do not depict blocked/no current flow -- that is the reverse-bias sibling asset; do not conflate with the zener/LED/photodiode symbol variants,TRUE,FORWARD BIAS; current-flow arrow,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.diode.bias-direction.forward.state.teaching"",""displayName"":""Forward bias — conducting"",""pedagogicalState"":""TEACHING""}",1,hybrid,diode-bias-direction-forward-base,apps/mobile/src/assets/instructional/unit202/hybrid/diode-bias-direction-forward-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.diode.bias-direction.reverse,unit202.family.electronic-components,Electronic components — recognition,Diode reverse bias — blocked,PHENOMENON,TEACHING,REQUIRED,,HYBRID,HYBRID,P1,P1,LO6 — lesson.electrical.electronic-components-passive,"CC-11.7 audit finding (new, beyond the original 66): show current blocked in reverse bias, distinct from the static IEC symbol -- directly targets EL-COMPONENT-DIODE-001 and the named misconception MIS-EL-DIODE-DIRECTION-CONFUSION-001 (confusing which direction a diode conducts), which the existing `electronics.component_symbol_card` blueprint cannot represent since it renders only the static symbol, never current flow.","BLOCKED -- primary reference still to be approved. Do not generate until reference is marked READY. Once ready: one premium illustration (reverse bias — blocked) of a diode in a simple test circuit, matching the immutable facts exactly. Produce ONLY this asset -- do not automatically create the other members of this visual family.",diode blocks current in reverse bias (cathode more positive than anode); must remain visually distinct from the plain IEC diode symbol asset; must depict ONLY the reverse-bias state -- the sibling ProductionAsset covers the other,do not depict current flowing -- that is the forward-bias sibling asset; do not conflate with the zener/LED/photodiode symbol variants,TRUE,REVERSE BIAS; blocked-current indicator,TRUE,TEACHING_EXPLANATORY,LABELLED_ARTWORK,PRIMARY REFERENCE STILL TO BE APPROVED,,unknown -- not yet sourced,n/a,,,,TRUE,FALSE,FALSE,No reference sourced yet.,"{""stateId"":""unit202.diode.bias-direction.reverse.state.teaching"",""displayName"":""Reverse bias — blocked"",""pedagogicalState"":""TEACHING""}",1,hybrid,diode-bias-direction-reverse-base,apps/mobile/src/assets/instructional/unit202/hybrid/diode-bias-direction-reverse-base,,REFERENCE_NOT_READY,FALSE,TRUE,MISSING,NONE,No reference has been sourced/approved yet. Needs ChatGPT reference research: a real image whose geometry/topology matches this asset's immutableFacts and does not conflict with its prohibitedChanges.,
Unit 202,unit202.rectification.waveforms,unit202.family.electronic-components,Electronic components — recognition,Rectifier/inverter output waveform shapes,TECHNICAL_DIAGRAM,MULTI_STATE,REQUIRED,,DETERMINISTIC_TECHNICAL,DETERMINISTIC TECHNICAL,P1,P1,LO6 — lesson.electrical.electronic-components-switching-control,"CC-11.7 audit finding (new, beyond the original 66): the three distinct output-waveform SHAPES (half-wave rectified, full-wave rectified, inverter-synthesised AC) directly targeted by question blueprint `electronics.recognise_rectifier_type`, which the existing `graph.waveform_sine` blueprint cannot represent (it renders only a plain sine wave) and the existing `electronics.component_symbol_card`'s rectifier/inverter entries cannot represent either (they render only the functional-block symbol, never the resulting waveform shape).",Deterministic vector waveform plots -- not a premium art-generation deliverable.,"half-wave: blocks one half-cycle entirely, passes the other unchanged in shape; full-wave: converts both half-cycles to the same polarity (pulsating DC, never a flat line); inverter: DC input synthesised into an AC-shaped output via controlled switching; never a smooth sine wave for any of the three -- that is the plain graph.waveform_sine blueprint's own separate, correct depiction",do not draw a smooth continuous sine wave for any of the three states; do not conflate half-wave and full-wave shapes,FALSE,,FALSE,NONE,DETERMINISTIC_VECTOR_NOT_ART_GENERATED,Standard half-wave/full-wave rectification and inverter output waveform references -- to be selected when this asset is commissioned,,to be recorded when selected,to be assessed,,,,FALSE,FALSE,FALSE,,"{""stateId"":""unit202.rectification.waveforms.state.half-wave"",""displayName"":""Half-wave rectified output"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.rectification.waveforms.state.full-wave"",""displayName"":""Full-wave rectified output"",""pedagogicalState"":""MULTI_STATE""} | {""stateId"":""unit202.rectification.waveforms.state.inverter"",""displayName"":""Inverter-synthesised AC output"",""pedagogicalState"":""MULTI_STATE""}",3,deterministic-polish,rectification-waveforms-base,apps/mobile/src/assets/instructional/unit202/deterministic-polish/rectification-waveforms-base,,READY_TO_PROMPT,TRUE,FALSE,APPROVED_EXISTING,NONE,"Deterministic vector asset -- no external pictorial reference required; authoritative geometry is governed by ALP's own deterministic renderer, not redrawn from an external image. No reference research action needed.",
